trade_id,symbol,side,entry_price,position_size,entry_time,exit_price,exit_time,exit_reason,pnl,trade_type,execution_status,rejection_reason,news_title,news_confidence,combined_confidence,finbert_score,keyword_score,topic,technical_confidence,liquidity_score,momentum_score,volume_score,rsi,price_trend,bid_ask_spread,market_regime,market_stress,time_score,entry_timing
T20250603_090507_0012,CRWD,short,479.23028999999997,4871.581813038216,2025-06-03T13:05:07.545028+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"The Day Ahead: Markets Eye Today's JOLTS, Factory Orders, and CrowdStrike Earnings",0.9396553635597229,0.7634641010194819,-0.9189375638961792,0.0,earnings,0.2920065186519759,0.5951463005907017,0.15982691291868595,0.00786575147675425,69.97836411483574,strong_uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0013,CRDO,long,73.16309,4609.110943769463,2025-06-03T13:05:07.547144+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Credo Technology Q4 Earnings - Winning More Hyperscaler Love,0.9459599256515503,0.7620884496973319,0.9351245164871216,0.0,earnings,0.27901493145570566,0.5935130081423268,0.1556572953524151,0.07153790222884389,69.45716191905188,strong_uptrend,0.004387769093651353,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0014,EPD,long,31.091059999999995,4988.392040309506,2025-06-03T13:05:07.548788+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,This Top High-Yield Dividend Stock's Exports to China Could Take a Hit. Should Income Investors Be Worried?,0.9127702713012695,0.7604505346475241,0.9014304876327515,0.0,corporate_action,0.31780808709005426,0.4793681495809151,-0.019694370773880567,0.0,47.53820365326493,sideways,0.002578981302385617,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0015,ORCL,long,166.08591999999996,4534.3456604874045,2025-06-03T13:05:07.550312+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Oracle AI Transforms Meter Data Management,0.9302843809127808,0.760032335678398,0.9198204278945923,0.0,general,0.2930619443776187,0.4826128954358845,0.16220818345680493,0.0,70.27602293210062,strong_uptrend,0.002173388070514451,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0016,NIO,short,3.4265700000000003,4893.606785532442,2025-06-03T13:05:07.552252+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,NIO's Net Loss Widens Amid Highly Competitive Chinese EV Market,0.9669697880744934,0.7599271876898734,-0.9443234801292419,0.0,earnings,0.24379757486692047,0.47660818713450237,-0.10217318244758594,0.0,37.22835219405176,strong_downtrend,0.002923976608187202,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0017,RCI,long,26.856829999999995,4762.778761304907,2025-06-03T13:05:07.554360+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"Proven Hits Return to Citytv & Citytv+; The Price is Right Tonight with Host Howie Mandel, Coming Spring 2026",0.7596270442008972,0.753043454573372,0.22121849656105042,0.0,general,0.4973087896433768,0.627103690405312,0.10106194799801899,0.6488913014849779,62.63274349975237,strong_uptrend,0.02905660377358489,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0018,UNH,short,304.34535,4045.491807923335,2025-06-03T13:05:07.556216+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,UnitedHealth Group (UNH) Faces New Allegations of Secret Payments to Nursing Homes Amidst Pending Securities Fraud Suit – Hagens Berman,0.9727665781974792,0.7525096368905013,-0.961080014705658,0.0,general,0.2113433520383653,0.4863315262033848,-0.143654991018617,0.0,32.043126122672874,sideways,0.0017085592245769073,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0019,MRVL,long,62.061599599999994,4546.677276947871,2025-06-03T13:05:07.558192+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"Marvell: Data Center Remains Strong, While Cyclical Segments Continue To Recover",0.9578341245651245,0.7517654227757724,0.9380601048469543,0.0,earnings,0.22877257649907523,0.5882500394767647,0.022105421137444126,0.0029352763978895986,52.763177642180516,sideways,0.0016155088852988922,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0020,XOM,short,102.897,5591.5077157501,2025-06-03T13:05:07.560385+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,ExxonMobil in the Crosshairs: The Trump Administration Is Cutting Funding for Projects Aimed at Capturing a Potential $4 Trillion Market Opportunity.,0.9697108864784241,0.750457690068302,-0.9620073437690735,0.0,biotech,0.2085777849231078,0.1,-0.04999558703347878,0.0,43.75055162081515,sideways,0.05,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0021,KKR,short,120.52935000000001,5014.544742448374,2025-06-03T13:05:07.562715+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,KKR Pulls Out of Thames Water Rescue Deal,0.9387860298156738,0.7499259205221194,-0.9191708564758301,0.0,ma,0.24803836198616588,0.4694681821953045,0.07533398074702047,0.0,59.41674759337756,uptrend,0.003816477225586939,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0022,DCI,long,71.57149999999999,5105.820134257579,2025-06-03T13:05:07.564471+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Donaldson (DCI) Surpasses Q3 Earnings and Revenue Estimates,0.918758749961853,0.7483912839996194,0.8550441861152649,0.0,earnings,0.26962594671626045,0.3539484857061981,0.055381713621171294,0.0,56.92271420264641,uptrend,0.01825643928672525,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0023,SHOP,long,103.95374989999999,4489.187443341116,2025-06-03T13:05:07.566190+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Why Shopify Stock Jumped 13% in May,0.9551975727081299,0.7422598285947613,0.9385042786598206,0.0,earnings,0.20060266503836424,0.44735622580708,0.08350528334909307,0.0027852862618202943,60.438160418636635,uptrend,0.019219736087206014,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0024,PSTG,long,53.30324999999999,3982.896084311434,2025-06-03T13:05:07.567960+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Pure Storage: Reiterate Buy Rating As Demand Remains Strong,0.9428215026855469,0.7421952910843703,0.9310852289199829,0.0,analyst,0.21688896670050525,0.42488262910798125,0.09276574934231502,0.0,61.59571866778938,sideways,0.009389671361502348,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0025,ASTS,long,24.384259899999996,4482.716249367647,2025-06-03T13:05:07.570182+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,AST SpaceMobile: Differentiation Taking Shape,0.9473932385444641,0.741189856046238,0.9176178574562073,0.0,earnings,0.20744186876150766,0.5436304775103973,0.004381557730836107,0.0075298020234155156,50.54769471635451,sideways,0.007422680412371123,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0026,ESTC,long,81.67159,4476.81799535272,2025-06-03T13:05:07.572352+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Elastic: Keys Growth Drivers Are Playing Out As Expected,0.9593359231948853,0.7402146156337168,0.9446936845779419,0.0,earnings,0.18826748785254216,0.4358024691358019,-0.08247668493879019,0.0,39.69041438265123,strong_downtrend,0.008024691358024761,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0027,HIMS,long,60.56049999999999,4460.289469293463,2025-06-03T13:05:07.575123+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Hims & Hers: Still Huge Potential Ahead,0.9531646966934204,0.7374817244202156,0.9323981404304504,0.0,earnings,0.18738615247615845,0.492,0.08968202724883777,0.0,61.21025340610472,uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0028,ARE,long,69.66959999999999,4816.088723833205,2025-06-03T13:05:07.579169+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Public REITs Are Positioned For Trophy Office Upside,0.9315369129180908,0.7362982508171179,0.88939368724823,0.0,earnings,0.21227828549960487,0.3122011302709764,-0.06956621634454331,0.0,41.30422295693209,downtrend,0.023474858716127957,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0029,RGA,long,203.90369999999996,4490.217759868206,2025-06-03T13:05:07.581367+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,RGA Announces 150 Billion JPY Coinsurance Transaction with The Dai-ichi Life Insurance Company,0.9153686165809631,0.7284720820833621,0.9016040563583374,0.0,general,0.20774878483658943,0.1,0.06436706740314264,0.0,58.04588342539283,uptrend,0.10429447852760743,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0030,ULTA,long,474.9744999999999,4426.690975782872,2025-06-03T13:05:07.583696+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Ulta's Beautiful Q1 Earnings Report Points to More Gains Ahead,0.893114447593689,0.727561920775869,0.8176828622817993,0.0,earnings,0.2343871391279781,0.4678395502941617,0.22752889197164225,0.0005978632480609671,78.44111149645528,strong_uptrend,0.004049949375632838,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0031,LOW,long,226.22599999999997,5136.081187086827,2025-06-03T13:05:07.585495+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Lowe's Completes Acquisition of Artisan Design Group,0.8512812256813049,0.7254565947041253,0.8402932286262512,0.0,ma,0.283147014772011,0.42871463577634217,-0.005910640106974483,0.0,49.26116998662819,sideways,0.008910670527957229,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0032,NWS,short,32.28768,4598.676333044963,2025-06-03T13:05:07.587234+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,International Shoppers Were a Larger Share of U.S. Housing Demand During the First Quarter of 2025,0.8673795461654663,0.7234514338666241,-0.825188398361206,0.0,general,0.2549987180014586,0.1000032350524402,0.07610740077908748,8.087631100500139e-06,59.513425097385934,sideways,0.08987341772151887,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0033,CG,long,45.5455,4576.706608494712,2025-06-03T13:05:07.589571+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Carlyle's AlpInvest raises $4.1 billion for ninth co-investment fund,0.9282337427139282,0.7143331898253542,0.9126172661781311,0.0,ma,0.14346564246594332,0.2071381010339845,0.06453898886006164,0.00026493355553087794,58.067373607507704,uptrend,0.03662098404852848,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0034,FIS,long,79.22914999999999,4306.967317015932,2025-06-03T13:05:07.591138+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,FIS ANNOUNCES ATLAS SP PARTNERS AS NEW CLIENT FOR COMMERCIAL LOAN SERVICING SOLUTION,0.851621687412262,0.7111482158925726,0.8447690010070801,0.0,general,0.23499846975889271,0.21306928138304726,0.041997847411060496,0.0,55.24973092638256,sideways,0.03586633982711909,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0035,TSLA,long,346.070725,3821.3187967316426,2025-06-03T13:05:07.593388+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Tesla Rises 1.6% After Power Inflow Signal,0.8371057510375977,0.710810788082523,0.7211644649505615,0.0,general,0.25322829222494647,0.5962737622396528,0.08401936022200897,0.010684405599131913,60.50242002775112,uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0036,IR,long,80.03995999999998,4159.885574026472,2025-06-03T13:05:07.595537+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"Ingersoll Rand Acquires Lead Fluid, Boosts Regional Growth Strategy in Life Sciences",0.8890818357467651,0.70321449601188,0.88088458776474,0.0,general,0.15860587237724635,0.1,0.04855385484582519,0.0,56.06923185572815,sideways,0.1648036686729722,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0037,K,long,82.082,4616.762800372112,2025-06-03T13:05:07.597731+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,RXBAR Launches High Protein Innovation Along with a New Lemon Honey Cashew Butter Flavor to Fuel Snacking All Summer Long,0.7150579690933228,0.6994889966203901,0.7042433023452759,0.0,general,0.37821936327687017,0.44728492983526624,-0.03410634199256248,0.0,45.73670725092969,sideways,0.006589383770591727,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0038,PH,short,656.3829599999999,4254.240816370159,2025-06-03T13:05:07.599606+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"Davidson Instruments, Inc. sues Parker-Hannifin Corporation, alleging antitrust violations, theft of trade secrets, and copyright infringement and oth",0.7749418616294861,0.6967420769091035,-0.7545245885848999,0.0,general,0.28921777419103023,0.3899289225758328,0.09459470891501161,0.0,61.82433861437645,sideways,0.01375888467802091,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0039,SNOW,long,210.20999999999998,3744.594982128023,2025-06-03T13:05:07.601487+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Monte Carlo Announces Integration with Snowflake to Bring Data + AI Observability Solution to Snowflake Cortex Agents,0.8137706518173218,0.6965392451875043,0.8066508173942566,0.0,general,0.23676994820191838,0.4847619047619046,0.23441080258230557,0.0,79.3013503227882,strong_uptrend,0.0019047619047619319,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0040,VRT,long,112.06195,3791.8838183467647,2025-06-03T13:05:07.603928+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Vertiv Names Mike Giresi as Global CIO,0.7631932497024536,0.6826334568674816,0.7555423974990845,0.0,general,0.25785385662166704,0.492,0.1739486611982843,0.0,71.74358264978554,strong_uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0041,RKLB,long,27.48746,3648.6679481924834,2025-06-03T13:05:07.606778+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Rocket Lab Successfully Launches 10th Electron Mission for Multi-Launch Customer BlackSky,0.800949215888977,0.6786956748869948,0.7927044630050659,0.0,general,0.19438662843801335,0.4883424408014575,0.09199727542832802,0.0,61.499659428541,uptrend,0.0014571948998178196,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0042,NNN,short,41.758199999999995,4417.35838104843,2025-06-03T13:05:07.608843+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"NNN REIT: Tenant Headwinds Linger, But Price And Dividend Profile Remain Attractive",0.6878772974014282,0.6770270617490202,-0.4703255891799927,0.0,corporate_action,0.3395871426281628,0.47311569851176183,0.03520102467110627,0.0,54.40012808388828,uptrend,0.003360537686029779,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0043,GM,long,47.78774,4427.7924408275085,2025-06-03T13:05:07.611775+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Eupraxia Pharmaceuticals Announces Voting Results from Annual General and Special Meeting of Shareholders,0.7399604916572571,0.6660141469014734,0.2429998219013214,0.0,earnings,0.23343316746190207,0.4135776318576576,-0.010487679870430726,0.0,48.68904001619616,sideways,0.010802796017792798,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0044,HOOD,long,69.72966,4168.724513299131,2025-06-03T13:05:07.613763+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Robinhood's $200 million Bitstamp deal takes it beyond retail trading,0.7178539633750916,0.664656331839785,0.7102757096290588,0.0,ma,0.2583824882991612,0.596014953398128,0.19105792210572578,0.010037383495319945,73.88224026321572,strong_uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0045,AVGO,long,250.485235,4357.9505636074155,2025-06-03T13:05:07.615323+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Buy Or Sell AVGO Stock Ahead Of Its Upcoming Earnings?,0.6589518785476685,0.6628157625888444,0.6275162696838379,0.0,earnings,0.33078337056592355,0.595284276597834,0.25349916040391546,0.00821069149458494,81.68739505048943,strong_uptrend,0.001,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0046,MCD,long,312.35204,4950.8109665495585,2025-06-03T13:05:07.617093+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,FDA GRANTS BREAKTHROUGH DEVICE DESIGNATION TO GUARDANT HEALTH'S SHIELD MULTI-CANCER DETECTION (MCD) TEST,0.6261135339736938,0.6528480773604678,0.616756796836853,0.0,biotech,0.34134221256996755,0.4782051282051276,0.003690929505999918,0.0,50.46136618824999,sideways,0.002724358974359047,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0047,BURL,short,231.96779999999998,3931.6829876602355,2025-06-03T13:05:07.618938+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Burlington Stores: Near-Term Uncertainty Puts Risk To FY2025 Guidance,0.7671732306480408,0.6500798590708061,-0.5968918204307556,0.0,earnings,0.14403522270529956,0.3000000000000005,-0.05460231139382904,0.0,43.17471107577137,downtrend,0.02499999999999995,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0048,NBIX,long,123.13300999999998,4364.768996645365,2025-06-03T13:05:07.620745+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Nxera Pharma to Receive US$15 Million from Neurocrine Biosciences Following Dosing of First Patient in Phase 3 Trial of NBI-1117568,0.7462238073348999,0.6473600951759712,0.2301788032054901,0.0,biotech,0.1629019074733707,0.16666666666666669,0.13689295045007907,0.0,67.11161880625988,strong_uptrend,0.041666666666666664,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0049,OKTA,long,104.81470999999998,3473.097286581004,2025-06-03T13:05:07.622208+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,2 No-Brainer Artificial Intelligence (AI) Stocks to Buy With $450 in June 2025,0.7135095000267029,0.6460374417003356,0.6463985443115234,0.0,general,0.20211213896551478,0.4837454802851493,-0.08579254877614653,0.0014488274464932885,39.27593140298168,strong_downtrend,0.002104256336681003,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0050,INVH,long,33.7337,4608.857856146161,2025-06-03T13:05:07.624410+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Invitation Homes Announces Acquisitions Update and Launch of Developer Lending Program,0.6754932999610901,0.6305469617946429,0.6669521927833557,0.0,ma,0.20116547270068946,0.1,-0.0007358827152054346,0.0,49.90801466059932,sideways,0.05054263565891481,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0051,PHG,long,22.462439999999997,3612.85608299172,2025-06-03T13:05:07.626561+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,"Philips launches intelligent 3D imaging in Europe to empower faster stroke care, helping physicians save time, brain, and lives",0.5891616344451904,0.6159707464521176,0.5780197381973267,0.0,general,0.2676869755801379,0.4892952720785022,-0.053952345231331036,0.0,43.25595684608362,downtrend,0.0013380909901872249,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0052,IQV,long,139.13899999999998,3363.2490012004328,2025-06-03T13:05:07.628704+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,IQVIA Announces Pricing of Senior Notes,0.6452942490577698,0.6133109471313898,0.32781466841697693,0.0,general,0.183977491694273,0.3289855072463775,-0.06062998164370214,0.0,42.42125229453723,downtrend,0.021376811594202814,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0053,SYY,long,73.35328,3807.047363208205,2025-06-03T13:05:07.630614+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,Sysco Corporation (SYY) dbAccess Global Consumer Conference (Transcript),0.5478529334068298,0.6100215861021847,0.4190607964992523,0.0,general,0.3029347091315093,0.4095796002756712,0.04856703654574057,0.0,56.07087956821757,uptrend,0.01130254996554111,neutral,0.25,0.1,recommendation_logged
T20250603_090507_0054,UBS,short,32.93703,4450.8891752287245,2025-06-03T13:05:07.632157+00:00,,,,,RECOMMENDATION,PENDING,MARKET_CLOSED,US recession risk: Is the UK about to catch a cold?,0.6178569793701172,0.6097068940378504,-0.22478674352169037,0.0,biotech,0.20854700763267842,0.14190476190476278,0.06350558915892884,0.0,57.938198644866105,sideways,0.044761904761904656,neutral,0.25,0.1,recommendation_logged
